industry,industry_name,model,split,MSE,RMSE,MAE,MAPE,SMAPE,R2
Q,Healthcare & Social,gru,test,14531.749711123448,120.54770719977816,89.18955459197362,82.84847043394073,180.4793789950614,-0.08058817007164243
Q,Healthcare & Social,nbeats,train,0.11532796843709,0.33959971795790705,0.2645559694085802,15.092236261676858,97.03752218740298,0.9988118018390628
Q,Healthcare & Social,nbeats,test,20258.302507128275,142.33166375451484,82.52455699443817,100.21323455058462,200.0,-0.5064174975556421
R,Arts & Entertainment,prophet,train,5.744073299761181,2.3966796406197433,1.892773195228639,34.98172106020088,182.48859880990824,0.6808848166799344
R,Arts & Entertainment,prophet,test,9006.706117607153,94.90366756668128,86.52123252133039,140.5087168184977,200.0,-69.36489154380588
R,Arts & Entertainment,lstm,train,27.06328885594123,5.202238831113123,2.3648019943918506,101.27919415632883,200.0,-0.2127125321820944
R,Arts & Entertainment,lstm,test,120.0933922935058,10.9587130765207,10.527427852153778,60.04937924444677,161.9383650796533,0.06177037270698593
R,Arts & Entertainment,gru,train,37.39012185588552,6.114746262592219,4.2526910209230016,101.72320736779106,200.0,-0.675460421525734
R,Arts & Entertainment,gru,test,400.64055730392823,20.016007526575528,11.981210205703974,144.3959365133196,200.0,-2.1300043539369393
R,Arts & Entertainment,nbeats,train,20.893136653646568,4.570901076773218,3.2127592052732195,79.74470809653953,190.37509923009878,0.0637734832842416
R,Arts & Entertainment,nbeats,test,243.2287414602199,15.595792428094827,10.7344651222229,111.39360467592876,200.0,-0.900224542657968
S,Other Services,prophet,train,0.013172923388956414,0.11477335661623046,0.08853665841215962,9.194482926428934,157.55406831282778,0.9423239570537584
S,Other Services,prophet,test,1727.1000846967336,41.55839367320077,24.439129837010785,66.27402773427235,141.76075175643768,-0.3627230756385047
S,Other Services,lstm,train,0.16420540298594805,0.4052226585297866,0.33148113084358294,,200.0,
S,Other Services,lstm,test,1796.8688451834632,42.389489796215564,24.938308954859775,71.72600323101506,148.91956729407968,-0.41777228831378355
S,Other Services,gru,train,5.346238630895074,2.3121934674449443,2.150931527572019,,200.0,
S,Other Services,gru,test,2311.5642191948805,48.078729384155736,30.1721138159434,177.83962041139603,200.0,-0.8238791893003048
S,Other Services,nbeats,train,7.022145142151651e-17,8.379824068649443e-09,4.59008983203343e-09,,200.0,
S,Other Services,nbeats,test,1948.9032226581505,44.14638402698629,26.14587315218523,99.95922841952681,199.89136432384092,-0.5377310308967131
